Business Name,Rating,Address,Phone,Website,Maps URL,Scraped At
Metro Scripts Pharmacy,5.0,"97-08 Metropolitan Ave, Forest Hills, NY 11375, United States",+1 718-635-0217,,"https://www.google.com/maps/place/Queens+Pharmacy+Center+Inc./@40.7183404,-73.8755636,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c260e4e07e811d:0xaa4799dd48ee5968!8m2!3d40.7183404!4d-73.8034658!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkhNMUJpV0MxblJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQUI-AEQOA!16s%2Fg%2F11hctkv2d0?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:18
Queens Pharmacy Center Inc.,3.1,"82-35 164th St, Jamaica, NY 11432, United States",+1 718-380-1261,http://www.directrxpharmacyinc.com/,"https://www.google.com/maps/place/Direct+Rx+Pharmacy/@40.7183404,-73.8755636,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25dfe2db59181:0xcae84045ea134905!8m2!3d40.6953446!4d-73.8450976!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk1NVnBYVkdWQkVBRaoBVAoJL20vMDFyZnBzEAEqDCIIcGhhcm1hY3koADIfEAEiG1eqC-8_WIEIksPkWWqH2wKEeYGhj48-2ExUrjIWEAIiEnBoYXJtYWN5IGluIHF1ZWVuc-ABAPoBBAgPEEo!16s%2Fg%2F1262b63v0?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:21
Direct Rx Pharmacy,4.0,"102-05 Jamaica Ave, Richmond Hill, NY 11418, United States",+1 718-441-4693,http://www.directrxpharmacyinc.com/,"https://www.google.com/maps/place/Direct+Rx+Pharmacy/@40.6953446,-73.9171954,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25dfe2db59181:0xcae84045ea134905!8m2!3d40.6953446!4d-73.8450976!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk1NVnBYVkdWQkVBRaoBVAoJL20vMDFyZnBzEAEqDCIIcGhhcm1hY3koADIfEAEiG1eqC-8_WIEIksPkWWqH2wKEeYGhj48-2ExUrjIWEAIiEnBoYXJtYWN5IGluIHF1ZWVuc-ABAPoBBAgPEEo!16s%2Fg%2F1262b63v0?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:25
Phils Pill Pharmacy,4.9,"83-87 Woodhaven Blvd, Woodhaven, NY 11421, United States",+1 718-480-6484,https://philspillpharmacy.wixsite.com/website,"https://www.google.com/maps/place/Phils+Pill+Pharmacy/@40.6953446,-73.9171954,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25f0147a2cc1d:0x2c3a35e0b83ca7ed!8m2!3d40.6982792!4d-73.852322!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXliRnAxVERSblJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIABA4!16s%2Fg%2F11j5wwy14p?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:28
Walgreens Pharmacy,3.3,"109-62 Francis Lewis Blvd, Queens Village, NY 11429, United States",+1 718-740-4612,https://www.walgreens.com/locator/walgreens-10962+francis+lewis+blvd-queens+village-ny-11429/id=2055,"https://www.google.com/maps/place/Walgreens+Pharmacy/@40.7064346,-73.8233236,13z/data=!3m1!5s0x89c261617a93a511:0xf64cab3c59338ed7!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c261617ab1c44f:0xfe83d572c0bb46e5!8m2!3d40.7064346!4d-73.7512258!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmZOSEI1Wm5kQlJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIPBAZ!16s%2Fg%2F11cnbm6y_q?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:31
Victoria Pharmacy,3.2,"44-45 Kissena Blvd # A, Flushing, NY 11355, United States",+1 718-886-6200,https://regoparkpharmacy.com/,"https://www.google.com/maps/place/REGO+PARK+PHARMACY/@40.7530348,-73.8935785,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25f4e21f702f1:0x3d7a6f0a9299da98!8m2!3d40.727108!4d-73.856206!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjBPVXBQZFZobkVBRaoBVAoJL20vMDFyZnBzEAEqDCIIcGhhcm1hY3koADIfEAEiG1eqC-8_WIEIksPkWWqH2wKEeYGhj48-2ExUrjIWEAIiEnBoYXJtYWN5IGluIHF1ZWVuc-ABAPoBBAgsEEE!16s%2Fg%2F11gj_zyr52?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:35
REGO PARK PHARMACY,4.6,"66-01 Saunders St GROUND FLOOR, Rego Park, NY 11374, United States",+1 718-275-6666,https://regoparkpharmacy.com/,"https://www.google.com/maps/place/REGO+PARK+PHARMACY/@40.727108,-73.9283038,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25f4e21f702f1:0x3d7a6f0a9299da98!8m2!3d40.727108!4d-73.856206!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjBPVXBQZFZobkVBRaoBVAoJL20vMDFyZnBzEAEqDCIIcGhhcm1hY3koADIfEAEiG1eqC-8_WIEIksPkWWqH2wKEeYGhj48-2ExUrjIWEAIiEnBoYXJtYWN5IGluIHF1ZWVuc-ABAPoBBAgsEEE!16s%2Fg%2F11gj_zyr52?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:38
Peace Love Pharmacy,4.7,"63-52 Woodhaven Blvd, Rego Park, NY 11374, United States",+1 718-651-1000,http://www.peacelovepharmacy.com/,"https://www.google.com/maps/place/Peace+Love+Pharmacy/@40.727108,-73.9283038,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25e4120c0e945:0x259e5aff4f35e29b!8m2!3d40.7230234!4d-73.8684278!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjFkVFZoT0hOUlJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIGxA5!16s%2Fg%2F1tdygk56?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:42
Frost Pharmacy,4.8,"86-52 Queens Blvd, Flushing, NY 11373, United States",+1 718-457-3192,http://reo-chemist-inc.jany.io/,"https://www.google.com/maps/place/Reo+Chemist+Inc/@40.7354303,-73.9485973,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c260bcb1769665:0x9a1982878ad2e810!8m2!3d40.7091937!4d-73.8302682!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnFORnBJYnpOUlJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIXRAx!16s%2Fg%2F1hhh1w67d?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:46
Reo Chemist Inc,4.7,"81-12 Lefferts Blvd, Kew Gardens, NY 11415, United States",+1 718-849-4661,http://reo-chemist-inc.jany.io/,"https://www.google.com/maps/place/Reo+Chemist+Inc/@40.7091937,-73.902366,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c260bcb1769665:0x9a1982878ad2e810!8m2!3d40.7091937!4d-73.8302682!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnFORnBJYnpOUlJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIXRAx!16s%2Fg%2F1hhh1w67d?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:49
Colony Drugs & Surgicals,4.8,"103-19 Queens Blvd, Forest Hills, NY 11375, United States",+1 718-897-4888,https://medaidrx.com/,"https://www.google.com/maps/place/MedAid+Pharmacy/@40.7246456,-73.9215921,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25fc8ca119845:0xa25dc73a22e05532!8m2!3d40.7279039!4d-73.8572446!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASNDaFpEU1VoTk1HOW5TMFZRVkU5MGMxTlZhVFZpUlZCM0VBRaoBVAoJL20vMDFyZnBzEAEqDCIIcGhhcm1hY3koADIfEAEiG1eqC-8_WIEIksPkWWqH2wKEeYGhj48-2ExUrjIWEAIiEnBoYXJtYWN5IGluIHF1ZWVuc-ABAPoBBQjUAhBH!16s%2Fg%2F11ycz96n20?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:53
MedAid Pharmacy,5.0,"98-32 Queens Blvd, Rego Park, NY 11374, United States",+1 718-516-0000,https://medaidrx.com/,"https://www.google.com/maps/place/MedAid+Pharmacy/@40.7246456,-73.9215921,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25fc8ca119845:0xa25dc73a22e05532!8m2!3d40.7279039!4d-73.8572446!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASNDaFpEU1VoTk1HOW5TMFZRVkU5MGMxTlZhVFZpUlZCM0VBRaoBVAoJL20vMDFyZnBzEAEqDCIIcGhhcm1hY3koADIfEAEiG1eqC-8_WIEIksPkWWqH2wKEeYGhj48-2ExUrjIWEAIiEnBoYXJtYWN5IGluIHF1ZWVuc-ABAPoBBQjUAhBH!16s%2Fg%2F11ycz96n20?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:56
Walgreens Pharmacy,3.3,"109-62 Francis Lewis Blvd, Queens Village, NY 11429, United States",+1 718-740-4612,https://www.walgreens.com/locator/walgreens-10962+francis+lewis+blvd-queens+village-ny-11429/id=2055,"https://www.google.com/maps/place/Walgreens+Pharmacy/@40.7064346,-73.8233236,13z/data=!3m1!5s0x89c261617a93a511:0xf64cab3c59338ed7!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c261617ab1c44f:0xfe83d572c0bb46e5!8m2!3d40.7064346!4d-73.7512258!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmZOSEI1Wm5kQlJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIPBAZ!16s%2Fg%2F11cnbm6y_q?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:53:59
Peace Love Pharmacy,4.7,"63-52 Woodhaven Blvd, Rego Park, NY 11374, United States",+1 718-651-1000,http://www.peacelovepharmacy.com/,"https://www.google.com/maps/place/Peace+Love+Pharmacy/@40.7230234,-73.9405256,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25e4120c0e945:0x259e5aff4f35e29b!8m2!3d40.7230234!4d-73.8684278!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjFkVFZoT0hOUlJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIGxA5!16s%2Fg%2F1tdygk56?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:54:03
Franklin Pharmacy,4.4,"94-31 59th Ave, Elmhurst, NY 11373, United States",+1 718-592-7200,https://www.mygnp.com/pharmacies/franklin-pharmacy-elmhurst-ny-11373/,"https://www.google.com/maps/place/Franklin+Pharmacy/@40.7230234,-73.9405256,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25e4a6e9cc01d:0xe9f60a879e49ef4d!8m2!3d40.7353057!4d-73.865774!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maASRDaGREU1VoTk1HOW5TMFZRZGxaeFQwdFZYeTFFUkhCblJSQUKqAVQKCS9tLzAxcmZwcxABKgwiCHBoYXJtYWN5KAAyHxABIhtXqgvvP1iBCJLD5Flqh9sChHmBoY-PPthMVK4yFhACIhJwaGFybWFjeSBpbiBxdWVlbnPgAQD6AQQIOhA_!16s%2Fg%2F1tl_mmyg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:54:06
HealthMax Pharmacy,4.4,"80-07 Jamaica Ave, Woodhaven, NY 11421, United States",+1 718-296-0400,https://www.mygnp.com/pharmacies/health-max-pharmacy-woodhaven-ny-11421/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=3324061,"https://www.google.com/maps/place/HealthMax+Pharmacy/@40.7230234,-73.9405256,13z/data=!4m11!1m3!2m2!1spharmacy+in+queens!6e2!3m6!1s0x89c25de6ddd89dd1:0xa87cd34db57e6860!8m2!3d40.6923002!4d-73.8621017!15sChJwaGFybWFjeSBpbiBxdWVlbnNaFCIScGhhcm1hY3kgaW4gcXVlZW5zkgEIcGhhcm1hY3maAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBLYmsxRVJrUlphMmg0WWxWS1ExSllRa3hhUmpneFpVVnNibFV4UlJBQqoBVAoJL20vMDFyZnBzEAEqDCIIcGhhcm1hY3koADIfEAEiG1eqC-8_WIEIksPkWWqH2wKEeYGhj48-2ExUrjIWEAIiEnBoYXJtYWN5IGluIHF1ZWVuc-ABAPoBBAgAED8!16s%2Fg%2F1tdv_t87?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-24 11:54:09
