Business Name,Rating,Address,Phone,Website,Maps URL,Scraped At
Teddy-Paradise,4.6,"Römerberg 11, 60311 Frankfurt am Main, Germany",+49 69 13377000,http://www.teddy-paradies.de/,"https://www.google.com/maps/place/Teddy-Paradise/@51.0083207,1.7643959,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47bd0ea63c1a43f9:0xaccce0f4fb7a7f0b!8m2!3d50.1098411!4d8.6817189!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnRiRTlFTVdKUkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBA!16s%2Fg%2F1tgds7q9?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:02:32
Smyths Toys Superstores,3.6,"BraWoPark Shopping Center, Brawo Allee 1, 38102 Braunschweig, Germany",+49 531 20996280,https://www.smythstoys.com/de/de-de,"https://www.google.com/maps/place/Smyths+Toys+Superstores/@50.1098411,-0.5467967,6z/data=!3m1!5s0x47aff5c233ee7c6b:0x45be10eced0a9add!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47aff5c23c9881bd:0xd56093061fb13b9b!8m2!3d52.2545101!4d10.5425812!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjROVjgyZWtabkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBA!16s%2Fg%2F11h_48tz28?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:02:36
Smyths Toys Superstore Göttingen,3.8,"Hannoversche Str. 53C, 37075 Göttingen, Germany",+49 551 28167150,https://www.smythstoys.com/de/de-de/,"https://www.google.com/maps/place/Smyths+Toys+Superstore+G%C3%B6ttingen/@50.1098411,-0.5467967,6z/data=!3m1!5s0x47a4d4d73f8b75b5:0x6356244a4cf4f82b!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a4d4da1baf0931:0xd6defb59a6412339!8m2!3d51.554432!4d9.9293982!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjFkbEJpTFZOQkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBG!16s%2Fg%2F1tkkswpz?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:02:40
The LEGO® Store München Riem,4.6,"Willy-Brandt-Platz 5, 81829 München, Germany",+49 89 54194983,https://www.lego.com/de-de/stores/stores/de/munchen-riem?utm_source=Google&utm_medium=Yext&y_source=1_MTY2ODY3MjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"https://www.google.com/maps/place/The+LEGO%C2%AE+Store+M%C3%BCnchen+Riem/@50.1098411,-0.5467967,6z/data=!3m1!5s0x479e0a85515f6e65:0x6e3ce34b45f3d504!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x479e0a9ab037aead:0xe984d23d1d3f53c7!8m2!3d48.1321848!4d11.6918546!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnRiMDF5T1VOQkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBE!16s%2Fg%2F11bc8y4cmd?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:02:45
Die Spieleburg - Arne Soltendieck,4.9,"Theaterstraße 17, 37073 Göttingen, Germany",+49 551 56738,http://www.spieleburg.de/,"https://www.google.com/maps/place/Die+Spieleburg+-+Arne+Soltendieck/@48.1321848,2.463339,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x4170313ee9b82321:0xd6db211eb0308357!8m2!3d51.5352651!4d9.9383864!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjFjRGxsY0d4QlJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQNA!16s%2Fg%2F11bbwml0bj?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:02:49
The LEGO® Store Hanover,4.6,"Große Packhofstraße 30, 30159 Hannover, Germany",+49 511 93678361,https://www.lego.com/de-de/stores/store/?store=hannover&y_source=1_MTkxOTIxMDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"https://www.google.com/maps/place/The+LEGO%C2%AE+Store+Hanover/@51.5352651,0.7098708,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b075353355a997:0x27d0b3653506ee34!8m2!3d52.3743898!4d9.7373135!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUndORFF0TWkxblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQPQ!16s%2Fg%2F11qn1gf0vd?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:02:53
Teddys Rothenburg GmbH,4.8,"Ob. Schmiedgasse 1, 91541 Rothenburg ob der Tauber, Germany",+49 9861 933444,http://www.teddys-rothenburg.de/,"https://www.google.com/maps/place/Teddys+Rothenburg+GmbH/@51.5352651,0.7098708,6z/data=!3m1!5s0x47988fa66bf36419:0x17796ab37deb3d82!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47988fa66c24855f:0xd3069f8f06a31e0b!8m2!3d49.3768311!4d10.1794417!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQVzdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNek9EUjFTV0puRUFFqgFbCgkvbS8wMTM4dGwQASoPIgt0b3lzIHN0b3JlcygAMh8QASIbFKNHak9kxqgGK0oKR6NKyZ8foRUnaEwn98D1MhoQAiIWdG95cyBzdG9yZXMgaW4gZ2VybWFueeABAPoBBAhoECM!16s%2Fg%2F1tj32215?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:02:57
Steiff Shop München,4.7,"Brienner Str. 9, 80333 München, Germany",+49 89 55284006,http://www.steiff.com/,"https://www.google.com/maps/place/Steiff+Shop+M%C3%BCnchen/@51.5352651,0.7098708,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x479e75f2dd4c1893:0xbf7dac38cc3c2666!8m2!3d48.1428271!4d11.5756907!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnlPVXhVTVVaUkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABAx!16s%2Fg%2F11f4lj95m1?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:03:01
"Hocuspocus - Spielwaren, Geschenke und Spielzeugladen Leipzig",4.7,"Merseburger Str. 68, 04177 Leipzig, Germany",+49 341 60478711,https://hocuspocus-shop.de/,"https://www.google.com/maps/place/Hocuspocus+-+Spielwaren,+Geschenke+und+Spielzeugladen+Leipzig/@51.5352651,0.7098708,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a6f7a3c1af4e17:0x4b2d0ca33ac48740!8m2!3d51.335021!4d12.3309669!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnROazloUjJoblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEFCJsBED0!16s%2Fg%2F11f54l1wl0?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:03:06
Kaskade Spielzeug,4.8,"Große Str. 21-23, 24937 Flensburg, Germany",+49 461 29806,http://www.kaskade-flensburg.de/,"https://www.google.com/maps/place/Kaskade+Spielzeug/@51.335021,3.1024513,6z/data=!3m1!5s0x47b342bde886600b:0x6aedd9837594e49b!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b34297f2d5aad5:0x139f963482cb9688!8m2!3d54.7868966!4d9.4333464!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUm9jR05IUjNCUlJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECEEQSw!16s%2Fg%2F11cjj1_7bm?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:03:10
Spielzeux,4.4,"Oppenheimer Landstraße 40, 60596 Frankfurt am Main, Germany",+49 69 47868354,https://spielzeux.de/,"https://www.google.com/maps/place/Spielzeux/@54.7868966,0.2048308,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47bd0cfa92d5b6b7:0x9605149562c700d3!8m2!3d50.1011979!4d8.6802406!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlFOM042VWs5bkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABA_!16s%2Fg%2F1pzxxbz31?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:03:14
Kaskade Spielzeug,4.8,"Große Str. 21-23, 24937 Flensburg, Germany",+49 461 29806,http://www.kaskade-flensburg.de/,"https://www.google.com/maps/place/Kaskade+Spielzeug/@54.7868966,0.2048308,6z/data=!3m1!5s0x47b342bde886600b:0x6aedd9837594e49b!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b34297f2d5aad5:0x139f963482cb9688!8m2!3d54.7868966!4d9.4333464!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUm9jR05IUjNCUlJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECEEQSw!16s%2Fg%2F11cjj1_7bm?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:03:18
Die Spieleburg - Arne Soltendieck,4.9,"Theaterstraße 17, 37073 Göttingen, Germany",+49 551 56738,http://www.spieleburg.de/,"https://www.google.com/maps/place/Die+Spieleburg+-+Arne+Soltendieck/@54.7868966,0.2048308,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x4170313ee9b82321:0xd6db211eb0308357!8m2!3d51.5352651!4d9.9383864!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjFjRGxsY0d4QlJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQNA!16s%2Fg%2F11bbwml0bj?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:03:23
Spielschiff,4.7,"Kaiserswerther Str. 6, 40477 Düsseldorf, Germany",+49 211 4983601,http://www.spielschiff.de/,"https://www.google.com/maps/place/Spielschiff/@54.7868966,0.2048308,6z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b8c98b310deb93:0x8d8750747412e7ed!8m2!3d51.237568!4d6.7788633!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmFkMUJ4T1ROM1JSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEFCL0BED0!16s%2Fg%2F1tf3yg8z?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:03:27
